User_ID,Device_Type,Network_Type,Region
-2306579733483645197,PC,5G,Rural
3507626565539101024,PC,4G,Medios sociales
-1285267129866049763,Tablet,5G,Suburban
1389761737354853926,PC,Wi-Fi,Urban
-7260437481948232511,Smartphone,4G,Suburban
-6519792212249682377,PC,4G,Rural
-7115382721968232220,Smartphone,4G,Suburban
-4439656876596038591,Smartphone,4G,Rural
-795210093079578011,Tablet,4G,Suburban
-8630561423322333254,PC,4G,This is free text for Region
6051990764561759621,PC,Wi-Fi,Rural
228551447093076391,Tablet,Wi-Fi,Urban
8919201400967449083,Smartphone,5G,Urban
3172726648784541659,PC,4G,Rural
-2130522013276604735,PC,Wi-Fi,Urban
-4442169751564087821,PC,5G,Urban
-8130743527738063025,Tablet,5G,Suburban
-6892248410678146908,PC,5G,Urban
7783458634630790771,Tablet,Wi-Fi,Urban
603071758598877327,Tablet,5G,Suburban
-2437825463790259696,Smartphone,4G,Rural
1204057906551130273,PC,5G,Rural
3807603869738056873,Smartphone,Wi-Fi,Rural
-6491886671009870691,PC,Streaming,Rural
4342196514855504964,Smartphone,4G,Suburban
4080285242471210820,Tablet,Wi-Fi,Urban
-611456569288932873,Smartphone,Wi-Fi,Urban
5191759742420308474,Tablet,Wi-Fi,Urban
-6503670384913919477,PC,4G,Suburban
2624772400283842441,PC,4G,Suburban
4550363437226155070,Smartphone,5G,Rural
5078245692183869572,Tablet,5G,Urban
-3045037208471098848,Smartphone,5G,Suburban
6063956366658895351,PC,Wi-Fi,Rural
-2920490028074545906,Tablet,4G,Rural
2534098552664369898,PC,5G,Urban
6447926717558570728,Tablet,Wi-Fi,Suburban
6925591629137422680,PC,Wi-Fi,Rural
-1047221280708725658,PC,4G,Suburban
1986981669260109338,PC,5G,Rural
1671837933975143022,PC,4G,Urban
5962270859259041677,Tablet,Wi-Fi,Rural
6468115126408008240,Tablet,Achats,Suburban
2417153449226099705,PC,Wi-Fi,Suburban
-5496689572474024158,PC,4G,Rural
6786875587422564131,PC,5G,Urban
4847620792375058553,PC,5G,Suburban
2068520101986664526,Tablet,4G,Suburban
-511445541223978951,Smartphone,5G,Rural
6033112696887163307,Tablet,Wi-Fi,Suburban
3673183647491222107,PC,Wi-Fi,Rural
-2515603769333836048,Tablet,Wi-Fi,Suburban
6591563896077607148,This is free text for Device_Type,4G,Rural
8652178694908686930,PC,5G,Urban
5733104149230743049,Smartphone,5G,Urban
-8942600947650643292,Smartphone,4G,Rural
8594878127316368892,Smartphone,4G,Rural
-6984893560911319919,Smartphone,5G,Rural
7606876946356633899,Tablet,Wi-Fi,This is free text for Region
613505226539774757,Smartphone,Wi-Fi,Suburban
-1102184568502180266,PC,4G,This is free text for Region
-278896235595376092,Smartphone,5G,Urban
-152813589967405209,Tablet,4G,Urban
-8912910406246169469,PC,Wi-Fi,Rural
1193605318065216526,Tablet,Wi-Fi,This is free text for Region
-3273394689495840507,PC,5G,Rural
-2112602703025004721,Tablet,4G,Suburban
-4447635730582431513,Smartphone,4G,Urban
2083655019720042437,Smartphone,5G,Suburban
-2956020939768115580,Smartphone,Wi-Fi,Urban
1160514608393193330,PC,Wi-Fi,Urban
-7838959374505411956,PC,Wi-Fi,Rural
-815084862241602934,Tablet,5G,Rural
-6394259633957582548,PC,5G,Suburban
7015963021535676105,PC,Wi-Fi,Rural
-1479185590071730243,This is free text for Device_Type,4G,Urban
5641327886903853202,Smartphone,Wi-Fi,Suburban
-4926647513094696795,Smartphone,4G,Rural
4028493292071772161,PC,Wi-Fi,Suburban
-4901142343731646745,Tablet,5G,Urban
5161572084522083821,Tablet,Wi-Fi,Suburban
8601889853863502545,Tablet,Wi-Fi,Rural
252446242178391301,Smartphone,4G,Rural
2534857066541895016,Tablet,4G,Suburban
-5509291217665284863,Smartphone,4G,Urban
-228348838201241085,Tablet,4G,Urban
-8764750582235032864,PC,Wi-Fi,Urban
-1618613634004589753,Smartphone,5G,Rural
291377836315219763,Smartphone,5G,Urban
-2572293879339803666,Smartphone,Wi-Fi,Urban
-85165167040927706,Tablet,4G,Urban
-8002224749728661901,device-123,5G,Suburban
-1328330558680044087,Tablet,5G,Suburban
-2752892452711201321,PC,4G,Achats
-355582939417828416,Smartphone,Wi-Fi,Rural
-3932912086288533941,Tablet,4G,Rural
-690100709410105010,Smartphone,Wi-Fi,Rural
578591599910963990,Smartphone,4G,Urban
6843770880092379403,Smartphone,4G,Suburban
-9174294451259044628,Tablet,5G,Suburban
6813464560898725763,PC,5G,Suburban
1010181974597384550,Smartphone,Wi-Fi,Suburban
5299879145184676098,Smartphone,4G,Urban
-4416368588498945042,Tablet,4G,Rural
-6319994496601564766,PC,Wi-Fi,Urban
-8895789490961257495,PC,5G,Rural
-6773362612065464288,Tablet,4G,Urban
2513866134548502946,PC,4G,Urban
4019709606460836945,Tablet,4G,Suburban
708366640893580727,Smartphone,4G,Suburban
-1417020194006307794,This is free text for Device_Type,Wi-Fi,Suburban
3242433919745520968,Smartphone,5G,Rural
7973714861300137936,Smartphone,5G,Rural
7151104671183651796,Smartphone,5G,Urban
-8713686850377091061,Tablet,Wi-Fi,Rural
-7964305669941513286,PC,5G,Suburban
5408345419681473008,Tablet,Wi-Fi,Rural
-8907779916720581484,,5G,
-2249614440655604510,PC,Wi-Fi,Urban
-1213721623057432143,device-123,Wi-Fi,Suburban
5413273362213381170,PC,Wi-Fi,Suburban
1367673141294132532,,5G,
2216391375819472397,Tablet,5G,Jeux
-8608441337520135421,,5G,
1527213541411315075,Tablet,Wi-Fi,Suburban
-8509340285949662710,Tablet,4G,Rural
4432948462477420434,Smartphone,5G,Suburban
-1185017677135646245,Smartphone,5G,Suburban
-8077811956348247429,Tablet,4G,Rural
1232138952887009874,Smartphone,Wi-Fi,Rural
274699973348838565,Smartphone,Wi-Fi,Suburban
-2502142205522338791,PC,Wi-Fi,Suburban
-6786204575458130896,This is free text for Device_Type,5G,Urban
-6642290632564457617,,Wi-Fi,
-2112096943055049322,Tablet,5G,Rural
-5901970755512337619,PC,5G,Suburban
-4624173795199921273,Smartphone,Wi-Fi,Urban
4782671113031966422,Smartphone,4G,Suburban
-6160418651252589274,PC,5G,Rural
-8970936344605642809,Smartphone,5G,Suburban
5184726292703916781,Smartphone,4G,Rural
-2524985135717480908,PC,Wi-Fi,Streaming
5300726998057778891,Tablet,4G,Rural
-7132341025300351859,Tablet,Wi-Fi,Suburban
5380423988956482216,Tablet,Wi-Fi,Suburban
-4964741756718732401,Smartphone,4G,Urban
-768718732648238749,Tablet,Wi-Fi,Rural
-7988776941845336767,Tablet,4G,Rural
3792755225491483551,Tablet,Wi-Fi,Urban
-3148745976896473271,Tablet,4G,Rural
999758035995386826,PC,4G,This is free text for Region
-9193364312965674870,Smartphone,4G,Rural
8497784663670666779,PC,Wi-Fi,Rural
3101498361075956806,PC,4G,Suburban
-2706796102966389757,Tablet,5G,Rural
-8652872366991316396,Tablet,4G,Rural
5581893981994810582,Tablet,5G,Urban
851264629979718308,Smartphone,5G,Suburban
-1096939997384616520,Achats,Wi-Fi,Rural
-7820390575465152975,Tablet,Wi-Fi,Rural
-5833697582278788541,Smartphone,5G,Urban
-6677997161999422551,Tablet,5G,Rural
-2731151502826785653,This is free text for Device_Type,Wi-Fi,Suburban
7256882202669619316,PC,4G,Rural
1523947035411714318,PC,Wi-Fi,Suburban
-3945581068712890535,Smartphone,5G,Suburban
-7390306995404808995,Tablet,4G,Suburban
5531837523391863759,Smartphone,Wi-Fi,Urban
7816853451734701083,PC,4G,Urban
7708653027028414427,PC,Wi-Fi,Suburban
4900059865320506979,Tablet,5G,Rural
5833461196489856337,Smartphone,4G,Rural
7581951187338127472,Smartphone,5G,Suburban
6773230893126813883,Smartphone,4G,Urban
3197999559889523451,PC,5G,Suburban
-3010678506862435530,PC,5G,Suburban
-2350791349752756653,Tablet,Wi-Fi,Rural
2604590528696691352,Smartphone,4G,Urban
-6838038101913204109,PC,Wi-Fi,Rural
-4524616287025540035,PC,5G,Rural
-7783824019346761451,PC,5G,Urban
-6560805377560823063,Tablet,4G,Rural
-7600413734586027176,Smartphone,5G,Rural
-4611275494457158071,Smartphone,5G,Urban
-1927324211821593796,Smartphone,Wi-Fi,Rural
4694012717063391112,Smartphone,5G,Rural
-4464830056990721627,Smartphone,4G,Suburban
4916387804205565991,Smartphone,4G,Suburban
-1900526753026556187,Smartphone,4G,Suburban
-6608824233505060395,Smartphone,5G,Urban
-7773027747025448831,Smartphone,Wi-Fi,Suburban
-5411557165330557459,PC,4G,Suburban
501053114563579648,Tablet,5G,Suburban
4583812111708136693,Tablet,5G,Rural
-5173978830440540515,Smartphone,4G,Urban
7876785151083756351,PC,Wi-Fi,Urban
-9069694896750267770,Tablet,4G,Urban
6511544494081213103,PC,Wi-Fi,Suburban
4538449902087292934,Tablet,This is free text for Network_Type,Urban
-5859507507169337148,Tablet,5G,Urban
-2474291900708068788,PC,Wi-Fi,Rural
4010835007705733910,Tablet,5G,Urban
-2371349524720789438,Smartphone,4G,Urban
7991348093576416131,Tablet,5G,Rural
-2659452944377857797,Tablet,5G,Suburban
-7057218193534387484,Tablet,4G,Suburban
-6457414882459560640,PC,Wi-Fi,Rural
-1363384987715616226,Smartphone,5G,Rural
7711090194098657146,PC,4G,Suburban
3722474252662914012,Tablet,Wi-Fi,Suburban
1160514608393193330,Tablet,5G,Rural
-8089270429460857096,Smartphone,4G,Urban
5173145405373579939,Tablet,Wi-Fi,Rural
6422200463301897063,Smartphone,Wi-Fi,Rural
5659489602395782660,Tablet,Wi-Fi,Urban
6970046704305209615,PC,4G,Suburban
4989504830530201718,PC,4G,Urban
5183990769337959581,Smartphone,Wi-Fi,This is free text for Region
-3978315001169078724,Smartphone,Wi-Fi,Rural
-6252800531336525406,Smartphone,Wi-Fi,Urban
-4892964732875077423,Smartphone,4G,Rural
-5983281413166198910,PC,Wi-Fi,Suburban
-4376009520649017333,Tablet,4G,Suburban
-7351661644567636467,PC,Wi-Fi,Urban
-1503535119909469349,PC,Wi-Fi,Rural
4568886235372483544,PC,Wi-Fi,Rural
2513866134548502946,PC,5G,Rural
-6584411939348227875,Tablet,5G,Suburban
-305426739046306700,PC,Wi-Fi,Rural
6391347988662691941,Smartphone,4G,Urban
-8448689790446448884,PC,Wi-Fi,Urban
-5293099147324668570,Tablet,Wi-Fi,Urban
-2654194849538529895,,5G,
-6609012941499638585,Smartphone,Wi-Fi,Rural
-1559199718029778037,Tablet,Wi-Fi,Urban
4654850418529700769,Tablet,4G,Suburban
-3569636191983080901,Tablet,4G,Urban
6080576678724549102,Smartphone,4G,Rural
3163280700996958041,Tablet,4G,Rural
-9176672677467399664,Tablet,4G,Rural
-5155267605972490843,Smartphone,4G,Urban
291377836315219763,Tablet,5G,Urban
-288729387037244763,Tablet,Wi-Fi,Rural
-4160029087274105014,,4G,
1041544365806153865,PC,Wi-Fi,Rural
9102391959620388365,Smartphone,4G,Rural
-1512626664712002885,PC,4G,Suburban
3608476719734755270,Tablet,Wi-Fi,Rural
-8583343184613012838,Smartphone,5G,Suburban
373248345687622003,PC,Wi-Fi,Rural
8671439169969826447,PC,5G,Rural
1974901188191678542,PC,5G,Suburban
-6083780303466317570,PC,Wi-Fi,Suburban
-2226985911479554293,Smartphone,5G,Urban
5594662305296263962,PC,Wi-Fi,Streaming
1434995688895221242,PC,5G,Suburban
7247606920675246402,Smartphone,4G,Urban
1216521726313048486,Smartphone,4G,Urban
-6932485386162701118,Tablet,5G,Urban
-3341704775696175828,PC,Wi-Fi,Suburban
-4338610708313524345,Smartphone,5G,This is free text for Region
1160514608393193330,Smartphone,4G,Suburban
-193539534247104679,PC,5G,Urban
-4205247997294400196,Tablet,4G,Rural
3292234009014445668,Smartphone,4G,Rural
7055744072182655798,Smartphone,4G,Urban
105590262988136612,PC,4G,Rural
4009262323050650262,,Wi-Fi,
9054122226809302898,Smartphone,Wi-Fi,Suburban
1893055452406474966,PC,4G,Rural
4823214636169120609,Smartphone,4G,Suburban
6005094604394038071,Tablet,4G,Suburban
94171908005277097,PC,5G,Suburban
4601481958513575243,Tablet,Wi-Fi,Urban
-8944970292707078259,,5G,
-6395932894430158743,Tablet,4G,Suburban
2466861055950332124,PC,5G,Rural
-906140846836347207,,4G,
-6937353711900382322,PC,Wi-Fi,Urban
5006959983701519433,Tablet,Wi-Fi,Urban
-1375333394899648726,Smartphone,5G,Urban
-351960794848710607,Tablet,Wi-Fi,Urban
8236186818985682695,Tablet,4G,Rural
7523653204933470425,Tablet,Wi-Fi,Suburban
1781705220251733266,device-123,5G,Suburban
7896836345485085189,Smartphone,4G,Urban
-5461367773179564965,Smartphone,Wi-Fi,Urban
5709436107552197839,PC,4G,Suburban
-3037075107939929817,device-123,4G,Urban
1044822087976333199,Smartphone,4G,Rural
5456201137122928514,Smartphone,4G,Urban
8723575824103416434,Tablet,5G,Suburban
1855547601793721125,Tablet,5G,Rural
-5188778076421561852,PC,4G,Suburban
4718089377598237768,Tablet,5G,Rural
-3072815744455338824,Smartphone,4G,Suburban
5510614137159026774,Tablet,5G,Urban
6147063840518983498,Smartphone,Wi-Fi,Suburban
-109612328487212616,,5G,
4395028174488219249,device-123,4G,Suburban
291377836315219763,Tablet,5G,Urban
3860272613143848326,device-123,Wi-Fi,Suburban
3686202145984498841,Smartphone,5G,Rural
5504200268880643519,,5G,
7236763609799416522,Tablet,5G,Suburban
8927102812515303401,Tablet,Wi-Fi,Urban
7038877718244931829,Smartphone,4G,Urban
-5072799123289686497,Tablet,5G,Rural
-8234315762156641798,PC,5G,Rural
4010518357511233073,Smartphone,5G,Urban
3755106317260494331,PC,4G,Suburban
3422068221340976486,Smartphone,5G,Suburban
7351626223982173763,Tablet,Wi-Fi,Rural
7587100401790149362,Smartphone,5G,Urban
8632917250291268223,Smartphone,Wi-Fi,Rural
795081815988813792,PC,5G,Suburban
3264221255900497436,Smartphone,4G,Rural
-432435218186709680,,Wi-Fi,
7187875686625136464,Tablet,Wi-Fi,Rural
-4022622611514388682,Tablet,5G,Suburban
-7017536206691369321,Tablet,Streaming,Rural
3612287424379452272,Smartphone,4G,Urban
5357973227000932001,PC,4G,Suburban
8798138548570425844,Smartphone,5G,This is free text for Region
3294270400958990448,Tablet,Wi-Fi,Rural
4519263508777058486,,5G,
-2277525975346845408,Tablet,Wi-Fi,Urban
7995656475521271632,PC,4G,Urban
-7894603163267857067,PC,5G,Rural
6762749061381269141,Achats,Wi-Fi,Rural
-8796312288673761621,Smartphone,5G,Suburban
-7338102201112417387,Tablet,4G,Rural
268630336670791968,Tablet,4G,Suburban
2551461110936242953,Tablet,Wi-Fi,Rural
-8011989394556839501,Tablet,4G,Urban
3465506233082750802,PC,5G,Suburban
2024766168276772952,Smartphone,4G,Rural
-4429972443702561097,PC,Wi-Fi,Rural
8013948734519008712,Tablet,Wi-Fi,Urban
460707572055665565,PC,5G,Urban
-5452344478049148072,Tablet,Wi-Fi,Rural
-6375715381644773305,Medios sociales,5G,Rural
-4844180168803283407,PC,4G,Rural
8356220328897654979,PC,Wi-Fi,Urban
9077881010002082159,,Wi-Fi,
-2694146264435980649,Smartphone,5G,Rural
3782877791262399170,Tablet,4G,Urban
8743427597508523151,Streaming,Wi-Fi,Suburban
721985729748368919,,4G,
3933139694721501930,Smartphone,5G,Urban
-9025205988558433798,PC,4G,Suburban
572110685052144544,Smartphone,5G,Suburban
-7999906691650108605,PC,Wi-Fi,Rural
-2196377291526169871,device-123,5G,Suburban
6170603848148891488,Tablet,5G,Suburban
-629068520134516708,Smartphone,4G,Urban
-7755094640511836295,Tablet,Wi-Fi,Suburban
1226467208915580036,Smartphone,5G,Urban
3812954179410059937,PC,5G,Rural
7244023757795079764,PC,Wi-Fi,Rural
-6893483870758716,PC,5G,Urban
-6294502128832322004,Tablet,4G,Suburban
291377836315219763,Tablet,5G,Suburban
-2385417162414040725,PC,4G,Medios sociales
-7311641484637258434,Smartphone,Wi-Fi,Urban
-3347364436080558808,Smartphone,Wi-Fi,Rural
1152655404724211237,Jeux,Wi-Fi,Urban
-494589738003537851,Smartphone,4G,Rural
-4523713774075564740,This is free text for Device_Type,4G,Urban
1511307792345392769,Tablet,5G,Suburban
-444787886059460593,PC,Wi-Fi,Suburban
-4439342010737367295,device-123,5G,Urban
8171328409901793661,PC,5G,Suburban
1850552167435799626,Tablet,4G,Suburban
-6521413082596777531,Smartphone,5G,Rural
965469033278322654,Smartphone,4G,Rural
5126616056988912771,Smartphone,5G,Rural
-1371783646573267538,Tablet,5G,Suburban
1683438823389556318,PC,4G,Urban
-6682367795645006210,Smartphone,Jeux,Suburban
-8843624217947867961,PC,5G,Rural
-1069990559587136777,Smartphone,5G,Suburban
-245829226600289889,Smartphone,Wi-Fi,Suburban
1499773565180650827,Smartphone,4G,Suburban
-6451729200481769282,Tablet,5G,Suburban
-3589530986205421090,Smartphone,Wi-Fi,Urban
7314593276958767232,Tablet,Wi-Fi,Rural
-3278008516973434991,device-123,Wi-Fi,Urban
-562639828225730407,Tablet,5G,Rural
291377836315219763,,Wi-Fi,
2850855905765469548,Smartphone,Wi-Fi,Urban
-6398969845959468033,device-123,4G,Urban
-4201085178254050577,Smartphone,4G,Urban
3862401453304075488,PC,4G,Urban
3086488335947311391,,5G,
1898072995592905882,PC,Wi-Fi,Urban
147662717404925983,Tablet,5G,Suburban
-1939351441268040359,PC,Wi-Fi,Suburban
7590929721493812943,PC,4G,Urban
7986877202802875196,PC,5G,Suburban
7573672231399900221,Smartphone,5G,Urban
-7205762879996821513,PC,Wi-Fi,Rural
3856615815583399515,Tablet,Medios sociales,Suburban
-7980896092813423037,Smartphone,Wi-Fi,Rural
651234572055542376,Achats,Wi-Fi,Rural
7780046348843632045,Tablet,5G,Rural
-6468984700274184549,Tablet,4G,Urban
7299611331974227470,Smartphone,4G,Urban
6915802723306520896,Tablet,Wi-Fi,Urban
8582663324430839243,This is free text for Device_Type,4G,Rural
-8810428742018137462,Smartphone,Wi-Fi,Urban
-8967245850641501862,Tablet,5G,Urban
6948494612606177625,Smartphone,4G,Urban
-3653801486894647090,Smartphone,4G,Suburban
-7990064816341968067,Smartphone,4G,Suburban
4416173699139795813,Tablet,5G,Rural
1385131284694435458,PC,Wi-Fi,Urban
-7787614186134971974,PC,5G,Urban
-8628353326077867360,PC,4G,Rural
-279591417299068953,Tablet,5G,Urban
-3502015865652075173,PC,4G,Rural
733529017162982670,Tablet,Wi-Fi,Rural
1215071912430997873,This is free text for Device_Type,Wi-Fi,Suburban
-2609095229370383954,Smartphone,This is free text for Network_Type,Urban
-2634875267988030561,PC,4G,Rural
-6226311881105819961,Smartphone,Wi-Fi,Urban
8651736840707170698,device-123,Wi-Fi,Suburban
9157066564055447513,Smartphone,5G,Rural
3365785987475111851,Tablet,5G,Rural
7846164008940802985,Smartphone,4G,Urban
-6121383473303554385,PC,4G,Suburban
-5312006327490680517,Smartphone,4G,Suburban
-2542827536744084701,Smartphone,Wi-Fi,Rural
-5039808921776975026,Tablet,Wi-Fi,Streaming
2432134585730082322,Smartphone,Wi-Fi,Suburban
-850778667817730984,Smartphone,5G,Suburban
-8468805894506863300,Smartphone,4G,Rural
4864535466332661942,Tablet,5G,Urban
-4883579656038356175,Tablet,5G,Suburban
-334915812173352038,Tablet,4G,Suburban
-779471694241565135,Tablet,Wi-Fi,This is free text for Region
-1685629985196146321,PC,4G,Suburban
1232805205643782522,Tablet,5G,Suburban
2626279933531193493,Smartphone,4G,Rural
-7243382175398322337,,4G,
-1652438351197734070,Tablet,5G,Suburban
4186846999512238135,Smartphone,5G,Suburban
-385430484342887738,Smartphone,Wi-Fi,Rural
3657814201150780607,PC,Wi-Fi,Suburban
4303801529694879277,Smartphone,4G,Urban
-1796233768378112311,Tablet,5G,Rural
-6323776361144460846,Smartphone,4G,Urban
-4876029670761519795,Smartphone,4G,Urban
7437777353281823869,Smartphone,4G,Urban
-8375810736857853937,PC,Wi-Fi,Urban
59629016006345390,Smartphone,Wi-Fi,Urban
-6367499207859097220,device-123,5G,Suburban
-8526685872293229635,Tablet,4G,Suburban
4494012653358993738,Smartphone,4G,Rural
3067519899770207095,PC,Wi-Fi,This is free text for Region
-2299985245480126267,Smartphone,Wi-Fi,Urban
-5008003781613164274,,4G,
2373951305204554500,PC,4G,Suburban
-8059001921668741526,PC,Wi-Fi,Urban
-5127807788555242768,PC,Wi-Fi,Rural
-886768917818918455,Tablet,Wi-Fi,Urban
8765252688532599420,Smartphone,Wi-Fi,Rural
1979611023320366685,PC,5G,Suburban
2544039606791103437,PC,5G,Urban
-4691662296052565801,Tablet,Wi-Fi,Rural
4420226586191344094,PC,5G,Medios sociales
3058137556951782360,Smartphone,5G,Urban
-7123721050679451933,device-123,4G,Rural
7924015234922396951,device-123,5G,Urban
-4007657920640890251,Tablet,Wi-Fi,Urban
-8083921027331119421,PC,5G,Suburban
-5824209577903642343,device-123,Wi-Fi,Rural
-5172860424305120327,Smartphone,Wi-Fi,Suburban
1351803341217573422,Smartphone,5G,Urban
1535107702870745327,Smartphone,Wi-Fi,Suburban
-4182137290331053220,Smartphone,Wi-Fi,Urban
3003386832230437979,Smartphone,4G,Rural
4492400022060467718,Smartphone,4G,Rural
-2184685743001125651,PC,Wi-Fi,Rural
3526673402633562915,Tablet,4G,Suburban
1565310336706647631,Tablet,5G,Urban
-7478833407442148228,PC,5G,Suburban
-1214341453346342680,PC,4G,Rural
4313816180412376999,PC,5G,Rural
943807037504581230,Smartphone,Wi-Fi,Suburban
8266022576765149753,PC,4G,Suburban
1454182648112332956,Tablet,5G,Urban
-2321697641854730296,Smartphone,Wi-Fi,Rural
-3841031785047700041,PC,Wi-Fi,Suburban
4898016812070949323,,4G,
5610209292192844197,PC,Wi-Fi,Rural
-7401782830681999768,Smartphone,4G,Urban
-3320612981272914200,PC,Wi-Fi,Urban
1962908590134476448,Smartphone,5G,Suburban
-283240172387344574,Smartphone,5G,Rural
-5616713333133998010,Tablet,4G,Rural
3482946617386212256,PC,Wi-Fi,Suburban
-5977273840205524631,Tablet,Wi-Fi,Suburban
-7224137190794153989,Smartphone,4G,Suburban
903857816447849704,Tablet,Wi-Fi,Urban
9131959780866008262,PC,Wi-Fi,Suburban
-7594109252089870790,Tablet,4G,Urban
203930624682305813,PC,Wi-Fi,Suburban
1729945976320986202,Streaming,5G,Urban
884240711664623455,Smartphone,5G,Rural
